id,label,sentence
649,1," The nervous system is made up of neurons , specialized cells that can receive and transmit chemical or electrical signals , and glia , cells that provide support functions for the neurons by playing an information processing role that is complementary to neurons ."
650,0, A neuron can be compared to an electrical wire — it transmits a signal from one place to another .
651,1," 1372 . The cell body contains a specialized structure , the axon hillock that integrates signals from multiple synapses and serves as a junction between the cell body and an axon ."
652,1, An axon is a tube - like structure that propagates the integrated signal to specialized endings called axon terminals .
653,0," These terminals in turn synapse on other neurons , muscle , or target organs ."
654,0," 1375 . There are several different types of glia with different functions , two of which are shown in [ link ] ."
655,1," Astrocytes , shown in [ link ] a make contact with both capillaries and neurons in the CNS ."
656,0," They provide nutrients and other substances to neurons , regulate the concentrations of ions and chemicals in the extracellular fluid , and provide structural support for synapses ."
657,1, 1378 . Microglia scavenge and degrade dead cells and protect the brain from invading microorganisms .
658,1," Oligodendrocytes , shown in [ link ] b form myelin sheaths around axons in the CNS ."
659,0," One axon can be myelinated by several oligodendrocytes , and one oligodendrocyte can provide myelin for multiple neurons ."
660,0, 1381 . Radial glia serve as scaffolds for developing neurons as they migrate to their end destinations .
661,1, Ependymal cells line fluid - filled ventricles of the brain and the central canal of the spinal cord .
662,0," They are involved in the production of cerebrospinal fluid , which serves as a cushion for the brain , moves the fluid between the spinal cord and the brain , and is a component for the choroid plexus ."
663,0, Glial cells support neurons and maintain their environment .
664,0," 1384 . When neurotransmitter molecules bind to receptors located on a neuron ’s dendrites , ion channels open ."
665,0," At excitatory synapses , this opening allows positive ions to enter the neuron and results in depolarization of the membrane — a decrease in the difference in voltage between the inside and outside of the neuron ."
666,0, A stimulus from a sensory cell or another neuron depolarizes the target neuron to its threshold potential ( -55 mV ) .
667,1," 1387 . Flow of ions through these channels , particularly the Na+ channels , regenerates the action potential over and over again along the axon ."
668,0, This ‘ jumping ’ of the action potential from one node to the next is called saltatory conduction .
669,0, This ‘ jumping ’ of the action potential from one node to the next is called saltatory conduction .
670,0," If nodes of Ranvier were not present along an axon , the action potential would propagate very slowly since Na+ and K+ channels would have to continuously regenerate action potentials at every point along the axon instead of at specific points ."
671,1, 1390 . Na+ enters the postsynaptic cell and causes the postsynaptic membrane to depolarize .
672,0, This depolarization is called an excitatory postsynaptic potential ( EPSP ) and makes the postsynaptic neuron more likely to fire an action potential .
673,0, This depolarization is called an excitatory postsynaptic potential ( EPSP ) and makes the postsynaptic neuron more likely to fire an action potential .
674,1," Release of neurotransmitter at inhibitory synapses causes inhibitory postsynaptic potentials ( IPSPs ) , a hyperpolarization of the presynaptic membrane ."
675,1, 1393 . Long - term potentiation ( LTP ) is a persistent strengthening of a synaptic connection .
676,0, LTP is based on the Hebbian principle : cells that fire together wire together .
677,1," 1396 . The central nervous system ( CNS ) is made up of the brain , a part of which is shown in [ link ] and spinal cord and is covered with three layers of protective coverings called meninges ( from the Greek word for membrane ) ."
678,0, The outermost layer is the dura mater ( Latin for “ hard mother ” ) .
679,1," As the Latin suggests , the primary function for this thick layer is to protect the brain and spinal cord ."
680,1," 1399 . The last layer is the pia mater ( Latin for “ soft mother ” ) , which directly contacts and covers the brain and spinal cord like plastic wrap ."
681,0, The space between the arachnoid and pia maters is filled with cerebrospinal fluid ( CSF ) .
682,0, CSF is produced by a tissue called choroid plexus in fluid - filled compartments in the CNS called ventricles .
683,0, 1402 . The cortex is made up of two hemispheres — right and left — which are separated by a large sulcus .
684,1, A thick fiber bundle called the corpus callosum ( Latin : “ tough body ” ) connects the two hemispheres and allows information to be passed from one side to the other .
685,0," Although there are some brain functions that are localized more to one hemisphere than the other , the functions of the two hemispheres are largely redundant ."
686,0, 1405 . Neurons in the parietal lobe are involved in speech and also reading .
687,0," Two of the parietal lobe ’s main functions are processing somatosensation — touch sensations like pressure , pain , heat , cold — and processing proprioception — the sense of how parts of the body are oriented in space ."
688,0, The parietal lobe contains a somatosensory map of the body similar to the motor cortex .
689,1, 1408 . The temporal lobe is located at the base of the brain by your ears and is primarily involved in processing and interpreting sounds .
690,1, It also contains the hippocampus ( Greek for “ seahorse ” ) — a structure that processes memory formation .
691,0, The hippocampus is illustrated in [ link ] .
692,0," 1411 . Below the thalamus is the hypothalamus , shown in [ link ] ."
693,1," The hypothalamus controls the endocrine system by sending signals to the pituitary gland , a pea - sized endocrine gland that releases several different hormones that affect other glands as well as other cells ."
694,1," The hypothalamus controls the endocrine system by sending signals to the pituitary gland , a pea - sized endocrine gland that releases several different hormones that affect other glands as well as other cells ."
695,0, 1414 . The two amygdala are important both for the sensation of fear and for recognizing fearful faces .
696,1, The cingulate gyrus helps regulate emotions and pain .
697,0," 1417 . Connecting to the brainstem and extending down the body through the spinal column is the spinal cord , shown in [ link ] ."
698,1, The spinal cord is a thick bundle of nerve tissue that carries information about the body to the brain and from the brain to the body .
699,0," 1420 . Most preganglionic neurons in the sympathetic nervous system originate in the spinal cord , as illustrated in [ link ] ."
700,0, The axons of these neurons release acetylcholine on postganglionic neurons within sympathetic ganglia ( the sympathetic ganglia form a chain that extends alongside the spinal cord ) .
701,0, The acetylcholine activates the postganglionic neurons .
702,1," 1423 . Humans have 12 cranial nerves , nerves that emerge from or enter the skull ( cranium ) , as opposed to the spinal nerves , which emerge from the vertebral column ."
703,1," Humans have 12 cranial nerves , nerves that emerge from or enter the skull ( cranium ) , as opposed to the spinal nerves , which emerge from the vertebral column ."
704,0," Each cranial nerve is accorded a name , which are detailed in [ link ] ."
705,0, 1426 . Alzheimer ’s disease is the most common cause of dementia in the elderly .
706,0," In 2012 , an estimated 5.4 million Americans suffered from Alzheimer ’s disease , and payments for their care are estimated at $ 200 billion ."
707,0, 1429 . Attention Deficit Hyperactivity Disorder ( ADHD )
708,0, Approximately three to five percent of children and adults are affected by attention deficit / hyperactivity disorder ( ADHD ) .
709,0," Like ASD , ADHD is more prevalent in males than females ."
710,0, 1432 . Estimates suggest that up to three percent of people in the United States will be diagnosed with epilepsy in their lifetime .
711,0," While there are several different types of epilepsy , all are characterized by recurrent seizures ."
712,0, 1435 . This process is called sensory transduction . There are two broad types of cellular systems that perform sensory transduction .
713,0," In one , a neuron works with a sensory receptor , a cell , or cell process that is specialized to engage with and detect a specific stimulus ."
714,0," Stimulation of the sensory receptor activates the associated afferent neuron , which carries information about the stimulus to the central nervous system ."
715,0, 1438 . The most fundamental function of a sensory system is the translation of a sensory signal to an electrical signal in the nervous system .
716,1," This takes place at the sensory receptor , and the change in electrical potential that is produced is called the receptor potential ."
717,0," How is sensory input , such as pressure on the skin , changed to a receptor potential ?"
718,1," 1441 . Mechanoreceptors in the skin are described as encapsulated ( that is , surrounded by a capsule ) or unencapsulated ( a group that includes free nerve endings ) ."
719,1," A free nerve ending , as its name implies , is an unencapsulated dendrite of a sensory neuron ."
720,0," Free nerve endings are the most common nerve endings in skin , and they extend into the middle of the epidermis ."
721,0," 1444 . Deeper in the epidermis , near the base , are Ruffini endings , which are also known as bulbous corpuscles ."
722,0, They are found in both glabrous and hairy skin .
723,0," 1447 . Once in the medulla , the neurons continue carrying the signals to the thalamus ."
724,0," Muscle spindles are stretch receptors that detect the amount of stretch , or lengthening of muscles ."
725,1," Related to these are Golgi tendon organs , which are tension receptors that detect the force of muscle contraction ."
726,0, Proprioceptive and kinesthetic signals come from limbs .
727,0," 1450 . Dogs detect up to about 40,000 Hz ; cats , 60,000 Hz ; bats , 100,000 Hz ; and dolphins 150,000 Hz , and American shad ( Alosa sapidissima ) , a fish , can hear 180,000 Hz ."
728,1," Those frequencies above the human range are called ultrasound . Amplitude , or the dimension of a wave from peak to trough , in sound is heard as volume and is illustrated in [ link ] ."
729,0, The sound waves of louder sounds have greater amplitude than those of softer sounds .
730,0, 1453 . Interior to the tympanum is the middle ear .
731,1," The middle ear holds three small bones called the ossicles , which transfer energy from the moving tympanum to the inner ear ."
732,0," The three ossicles are the malleus ( also known as the hammer ) , the incus ( the anvil ) , and stapes ( the stirrup ) ."
733,1," 1456 . The stapes transmits the vibrations to a thin diaphragm called the oval window , which is the outermost structure of the inner ear ."
734,1," The structures of the inner ear are found in the labyrinth , a bony , hollow structure that is the most interior portion of the ear ."
735,0," Here , the energy from the sound wave is transferred from the stapes through the flexible oval window and to the fluid of the cochlea ."
736,0," 1459 . When the sound waves in the cochlear fluid contact the basilar membrane , it flexes back and forth in a wave - like fashion ."
737,0, Above the basilar membrane is the tectorial membrane .
738,0, 1462 . The fluid - filled semicircular canals are tubular loops set at oblique angles .
739,0, They are arranged in three spatial planes .
740,1," 1465 . The photoreceptive cells of the eye , where transduction of light to nervous impulses occurs , are located in the retina ( shown in [ link ] ) on the inner surface of the back of the eye ."
741,0, But light does not impinge on the retina unaltered .
742,0," 1468 . The lens is operated by muscles that stretch it flat or allow it to thicken , changing the focal length of light coming through it to focus it sharply on the retina ."
743,0," With age comes the loss of the flexibility of the lens , and a form of farsightedness called presbyopia results ."
744,0, Presbyopia occurs because the image focuses behind the retina .
745,0," 1471 . There are two types of photoreceptors in the retina : rods and cones , named for their general appearance as illustrated in [ link ] ."
746,1, Rods are strongly photosensitive and are located in the outer edges of the retina .
747,0, 1474 . Photoreceptors in the retina continuously undergo tonic activity .
748,1," That is , they are always slightly active even when not stimulated by light ."
749,0," 1477 . Finally , there is the pathway from the retina to the suprachiasmatic nucleus ( SCN ) of the hypothalamus ."
750,1," The SCN is a cluster of cells that is considered to be the body ’s internal clock , which controls our circadian ( day - long ) cycle ."
751,0," The SCN sends information to the pineal gland , which is important in sleep / wake patterns and annual cycles ."
752,1," 1480 . Odorants ( odor molecules ) enter the nose and dissolve in the olfactory epithelium , the mucosa at the back of the nasal cavity ( as illustrated in [ link ] ) ."
753,1, The olfactory epithelium is a collection of specialized olfactory receptors in the back of the nasal cavity that spans an area about 5 cm2 in humans .
754,1, 1483 . Olfactory neurons are bipolar neurons ( neurons with two processes from the cell body ) .
755,0," Each neuron has a single dendrite buried in the olfactory epithelium , and extending from this dendrite are 5 to 20 receptor - laden , hair - like cilia that trap odorant molecules ."
756,0, 1486 . These are elongated cells with hair - like processes called microvilli at the tips that extend into the taste bud pore ( illustrate in [ link ] ) .
757,1," Food molecules ( tastants ) are dissolved in saliva , and they bind with and stimulate the receptors on the microvilli ."
758,0," The receptors for tastants are located across the outer portion and front of the tongue , outside of the middle area where the filiform papillae are most prominent ."
759,0," 1489 . Chemically , these hormones are usually ketones or alcohols ; their chemical names will end in “ -ol ” for alcohols or “ -one ” for ketones ."
760,1," Examples of steroid hormones include estradiol , which is an estrogen , or female sex hormone , and testosterone , which is an androgen , or male sex hormone ."
761,0," These two hormones are released by the female and male reproductive organs , respectively ."
762,0, 1492 . Hormones mediate changes in target cells by binding to specific hormone receptors .
763,0," In this way , even though hormones circulate throughout the body and come into contact with many different cell types , they only affect cells that possess the necessary receptors ."
764,0, 1495 . Receptor binding alters cellular activity and results in an increase or decrease in normal body processes .
765,0," Depending on the location of the protein receptor on the target cell and the chemical structure of the hormone , hormones can mediate changes directly by binding to intracellular hormone receptors and modulating gene transcription , or indirectly by binding to cell surface receptors and stimulating signaling pathways ."
766,0, 1498 . One very important second messenger is cyclic AMP ( cAMP ) .
767,1," When a hormone binds to its membrane receptor , a G - protein that is associated with the receptor is activated ; G - proteins are proteins separate from receptors that are found in the cell membrane ."
768,0," When a hormone is not bound to the receptor , the G - protein is inactive and is bound to guanosine diphosphate , or GDP ."
769,1," 1501 . The term “ humoral ” is derived from the term “ humor , ” which refers to bodily fluids such as blood ."
770,1, A humoral stimulus refers to the control of hormone release in response to changes in extracellular fluids such as blood or the ion concentration in the blood .
771,0," For example , a rise in blood glucose levels triggers the pancreatic release of insulin ."
772,0," 1504 . Because the neurons can regulate the release of hormones , the nervous and endocrine systems work in a coordinated manner to regulate the body 's physiology ."
773,0, Hypothalamic - Pituitary AxisThe hypothalamus in vertebrates integrates the endocrine and nervous systems .
774,1, The hypothalamus is an endocrine organ located in the diencephalon of the brain .
775,1," 1507 . The anterior pituitary gland , or adenohypophysis , is surrounded by a capillary network that extends from the hypothalamus , down along the infundibulum , and to the anterior pituitary ."
776,1, This capillary network is a part of the hypophyseal portal system that carries substances from the hypothalamus to the anterior pituitary and hormones from the anterior pituitary into the circulatory system .
777,0," 1510 . The thyroid gland is located in the neck , just below the larynx and in front of the trachea , as shown in [ link ] ."
778,0, It is a butterfly - shaped gland with two lobes that are connected by the isthmus .
779,0," 1513 . Follicle cells are stimulated to release stored T3 and T4 by thyroid stimulating hormone ( TSH ) , which is produced by the anterior pituitary ."
780,0, These thyroid hormones increase the rates of mitochondrial ATP production .
781,0," A third hormone , calcitonin , is produced by parafollicular cells of the thyroid either releasing hormones or inhibiting hormones ."
782,0," Calcitonin release is not controlled by TSH , but instead is released when calcium ion concentrations in the blood rise ."
783,0, 1516 . The adrenal cortex is made up of layers of epithelial cells and associated capillary networks .
784,0," These layers form three distinct regions : an outer zona glomerulosa that produces mineralocorticoids , a middle zona fasciculata that produces glucocorticoids , and an inner zona reticularis that produces androgens ."
785,1," 1519 . The endocrine cells of the pancreas form clusters called pancreatic islets or the islets of Langerhans , as visible in the micrograph shown in [ link ] ."
786,0," The pancreatic islets contain two primary cell types : alpha cells , which produce the hormone glucagon , and beta cells , which produce the hormone insulin ."
787,0," 1522 . While the adrenal glands associated with the kidneys are major endocrine glands , the kidneys themselves also possess endocrine function ."
788,0, Renin is released in response to decreased blood volume or pressure and is part of the renin - angiotensin - aldosterone system that leads to the release of aldosterone .
789,0," 1528 . As blood osmolarity decreases , a negative feedback mechanism reduces osmoreceptor activity in the hypothalamus , and ADH secretion is reduced ."
790,0," ADH release can be reduced by certain substances , including alcohol , which can cause increased urine production and dehydration ."
791,0, Chronic underproduction of ADH or a mutation in the ADH receptor results in diabetes insipidus .
792,0," If the posterior pituitary does not release enough ADH , water can not be retained by the kidneys and is lost as urine ."
793,0," 1534 . FSH production is inhibited by the hormone inhibin , which is released by the testes ."
794,0, LH stimulates production of the sex hormones ( androgens ) by the interstitial cells of the testes and therefore is also called interstitial cell - stimulating hormone .
795,0," 1537 . Prolactin levels are regulated by the hypothalamic hormones prolactin - releasing hormone ( PRH ) and prolactin - inhibiting hormone ( PIH ) , which is now known to be dopamine ."
796,0," PRH stimulates the release of prolactin and PIH inhibits it . The posterior pituitary releases the hormone oxytocin , which stimulates uterine contractions during childbirth ."
797,0, The uterine smooth muscles are not very sensitive to oxytocin until late in pregnancy when the number of oxytocin receptors in the uterus peaks .
798,0," 1540 . This can be caused by low levels of insulin production by the beta cells of the pancreas , or by reduced sensitivity of tissue cells to insulin ."
799,1," This prevents glucose from being absorbed by cells , causing high levels of blood glucose , or hyperglycemia ( high sugar ) ."
800,0," High blood glucose levels make it difficult for the kidneys to recover all the glucose from nascent urine , resulting in glucose being lost in urine ."
801,0," 1543 . When blood glucose levels decline below normal levels , for example between meals or when glucose is utilized rapidly during exercise , the hormone glucagon is released from the alpha cells of the pancreas ."
802,1," Glucagon raises blood glucose levels , eliciting what is called a hyperglycemic effect , by stimulating the breakdown of glycogen to glucose in skeletal muscle cells and liver cells in a process called glycogenolysis ."
803,0, Glucose can then be utilized as energy by muscle cells and released into circulation by the liver cells .
804,0," 1546 . T3 and T4 release from the thyroid gland is stimulated by thyroid - stimulating hormone ( TSH ) , which is produced by the anterior pituitary ."
805,0, TSH binding at the receptors of the follicle of the thyroid triggers the production of T3 and T4 from a glycoprotein called thyroglobulin .
806,0, 1549 . Disorders can arise from both the underproduction and overproduction of thyroid hormones .
807,1," Hypothyroidism , underproduction of the thyroid hormones , can cause a low metabolic rate leading to weight gain , sensitivity to cold , and reduced mental activity , among other symptoms ."
808,0," In children , hypothyroidism can cause cretinism , which can lead to mental retardation and growth defects ."
809,0," 1552 . The hormone calcitonin , which is produced by the parafollicular or C cells of the thyroid , has the opposite effect on blood calcium levels as does PTH ."
810,1," Calcitonin decreases blood calcium levels by inhibiting osteoclasts , stimulating osteoblasts , and stimulating calcium excretion by the kidneys ."
811,0, 1555 . Blood glucose levels increase as most tissues are utilizing fatty acids instead of glucose for their energy needs .
812,1, The GH mediated increase in blood glucose levels is called a diabetogenic effect because it is similar to the high blood glucose levels seen in diabetes mellitus .
813,1," The indirect mechanism of GH action is mediated by insulin - like growth factors ( IGFs ) or somatomedins , which are a family of growth - promoting proteins produced by the liver , which stimulates tissue growth ."
814,0," IGFs stimulate the uptake of amino acids from the blood , allowing the formation of new proteins , particularly in skeletal muscle cells , cartilage cells , and other target cells , as shown in [ link ] ."
815,0," 1558 . In some cases , individuals are under 30 inches in height ."
816,0," Oversecretion of growth hormone can lead to gigantism in children , causing excessive growth ."
817,0," In some documented cases , individuals can reach heights of over eight feet ."
818,1," 1561 . Stressful stimuli cause the hypothalamus to signal the adrenal medulla ( which mediates short - term stress responses ) via nerve impulses , and the adrenal cortex , which mediates long - term stress responses , via the hormone adrenocorticotropic hormone ( ACTH ) , which is produced by the anterior pituitary ."
819,0," Short - term Stress ResponseWhen presented with a stressful situation , the body responds by calling for the release of hormones that provide a burst of energy ."
820,0, The hormones epinephrine ( also known as adrenaline ) and norepinephrine ( also known as noradrenaline ) are released by the adrenal medulla .
821,0, How do these hormones provide a burst of energy ?
822,0," 1567 . FSH stimulates egg maturation in females , while LH stimulates the production of estrogens and progesterone ."
823,1, Estrogens are a group of steroid hormones produced by the ovaries that trigger the development of secondary sex characteristics in females as well as control the maturation of the ova .
824,0," In females , the pituitary also produces prolactin , which stimulates milk production after childbirth , and oxytocin , which stimulates uterine contraction during childbirth and milk let - down during suckling ."
825,1, Insulin is produced by the pancreas in response to rising blood glucose levels and allows cells to utilize blood glucose and store excess glucose for later use .
826,1," 1570 . An endoskeleton is a skeleton that consists of hard , mineralized structures located within the soft tissue of organisms ."
827,0, An example of a primitive endoskeletal structure is the spicules of sponges .
828,0," 1573 . The skull consists of 22 bones , which are divided into two categories : cranial bones and facial bones ."
829,1," The cranial bones are eight bones that form the cranial cavity , which encloses the brain and serves as an attachment site for the muscles of the head and neck ."
830,0," The eight cranial bones are the frontal bone , two parietal bones , two temporal bones , occipital bone , sphenoid bone , and the ethmoid bone ."
831,0," 1576 . Although it is not found in the skull , the hyoid bone is considered a component of the axial skeleton ."
832,1, The hyoid bone lies below the mandible in the front of the neck .
833,0," It acts as a movable base for the tongue and is connected to muscles of the jaw , larynx , and tongue ."
834,1," 1579 . The thoracic cage , also known as the ribcage , is the skeleton of the chest , and consists of the ribs , sternum , thoracic vertebrae , and costal cartilages ( [ link ] ) ."
835,0," The thoracic cage encloses and protects the organs of the thoracic cavity , including the heart and lungs ."
836,0, 1582 . The appendicular skeleton is composed of the bones of the upper limbs ( which function to grasp and manipulate objects ) and the lower limbs ( which permit locomotion ) .
837,0," It also includes the pectoral girdle , or shoulder girdle , that attaches the upper limbs to the body , and the pelvic girdle that attaches the lower limbs to the body ( [ link ] ) ."
838,1," 1585 . The scapulae are flat , triangular bones that are located at the back of the pectoral girdle ."
839,0, They support the muscles crossing the shoulder joint .
840,0, 1588 . It articulates with the scapula at the shoulder and with the forearm at the elbow .
841,1, The forearm extends from the elbow to the wrist and consists of two bones : the ulna and the radius .
842,1, The radius is located along the lateral ( thumb ) side of the forearm and articulates with the humerus at the elbow .
843,0," 1591 . The radius and ulna also articulate with the carpal bones and with each other , which in vertebrates enables a variable degree of rotation of the carpus with respect to the long axis of the limb ."
844,0," The hand includes the eight bones of the carpus ( wrist ) , the five bones of the metacarpus ( palm ) , and the 14 bones of the phalanges ( digits ) ."
845,0," Each digit consists of three phalanges , except for the thumb , when present , which has only two ."
846,1," 1594 . The lower limb consists of the thigh , the leg , and the foot ."
847,1," The bones of the lower limb are the femur ( thigh bone ) , patella ( kneecap ) , tibia and fibula ( bones of the leg ) , tarsals ( bones of the ankle ) , and metatarsals and phalanges ( bones of the foot ) ( [ link ] ) ."
848,0, 1597 . It improves knee extension by reducing friction .
849,1," The tibia , or shinbone , is a large bone of the leg that is located directly below the knee ."
850,0," The tibia articulates with the femur at its proximal end , with the fibula and the tarsal bones at its distal end ."
851,0, 1600 . The ankle transmits the weight of the body from the tibia and the fibula to the foot .
852,1, The metatarsals are the five bones of the foot .
853,1, The phalanges are the 14 bones of the toes .
854,0," 1603 . There are three types of fibrous joints : sutures , syndesmoses , and gomphoses ."
855,1, Sutures are found only in the skull and possess short fibers of connective tissue that hold the skull bones tightly in place ( [ link ] ) .
856,1, 1606 . Cartilaginous joints are joints in which the bones are connected by cartilage .
857,0, There are two types of cartilaginous joints : synchondroses and symphyses .
858,1, 1609 . Synovial joints are the only joints that have a space between the adjoining bones ( [ link ] ) .
859,1, Synovial joints are the only joints that have a space between the adjoining bones ( [ link ] ) .
860,0, This space is referred to as the synovial ( or joint ) cavity and is filled with synovial fluid .
861,0, This space is referred to as the synovial ( or joint ) cavity and is filled with synovial fluid .
862,1," 1612 . Amphiarthroses are joints that allow slight movement , including syndesmoses and symphyses ."
863,1," Diarthroses are joints that allow for free movement of the joint , as in synovial joints ."
864,0," 1615 . There are several different types of angular movements , including flexion , extension , hyperextension , abduction , adduction , and circumduction ."
865,1," Flexion , or bending , occurs when the angle between the bones decreases ."
866,0, Moving the forearm upward at the elbow or moving the wrist to move the hand toward the forearm are examples of flexion .
867,1, 1618 . Abduction occurs when a bone moves away from the midline of the body .
868,0, Examples of abduction are moving the arms or legs laterally to lift them straight out to the side .
869,1, 1621 . Rotational movement is the movement of a bone as it rotates around its longitudinal axis .
870,1, Rotational movement is the movement of a bone as it rotates around its longitudinal axis .
871,0," Rotation can be toward the midline of the body , which is referred to as medial rotation , or away from the midline of the body , which is referred to as lateral rotation ."
872,1," 1624 . Inversion involves the soles of the feet moving inward , toward the midline of the body ."
873,1," Eversion is the opposite of inversion , movement of the sole of the foot outward , away from the midline of the body ."
874,1, Protraction is the anterior movement of a bone in the horizontal plane .
875,0, 1627 . Protraction and retraction can be seen in the movement of the mandible as the jaw is thrust outwards and then back inwards .
876,1," Elevation is the movement of a bone upward , such as when the shoulders are shrugged , lifting the scapulae ."
877,1," Depression is the opposite of elevation — movement downward of a bone , such as after the shoulders are shrugged and the scapulae return to their normal position from an elevated position ."
878,1, 1630 . Dorsiflexion is a bending at the ankle such that the toes are lifted toward the knee .
879,1," Plantar flexion is a bending at the ankle when the heel is lifted , such as when standing on the toes ."
880,1, Supination is the movement of the radius and ulna bones of the forearm so that the palm faces forward .
881,0," 1633 . Pronation is the opposite movement , in which the palm faces backward ."
882,1," Opposition is the movement of the thumb toward the fingers of the same hand , making it possible to grasp and hold objects ."
883,1, 1636 . Pivot joints consist of the rounded end of one bone fitting into a ring formed by the other bone .
884,0," This structure allows rotational movement , as the rounded bone moves around its own axis ."
885,1," 1639 . Ball - and - Socket JointsBall - and - socket joints possess a rounded , ball - like end of one bone fitting into a cuplike socket of another bone ."
886,0," This organization allows the greatest range of motion , as all movement types are possible in all directions ."
887,0," 1642 . Smooth muscle tissue occurs in the walls of hollow organs such as the intestines , stomach , and urinary bladder , and around passages such as the respiratory tract and blood vessels ."
888,1," Smooth muscle has no striations , is not under voluntary control , has only one nucleus per cell , is tapered at both ends , and is called involuntary muscle ."
889,1," 1645 . The sarcolemma is the site of action potential conduction , which triggers muscle contraction ."
890,1, Within each muscle fiber are myofibrils — long cylindrical structures that lie parallel to the muscle fiber .
891,0," Myofibrils run the entire length of the muscle fiber , and because they are only approximately 1.2 µm in diameter , hundreds to thousands can be found inside one muscle fiber ."
892,0, 1648 . There are two main types of filaments : thick filaments and thin filaments ; each has different compositions and locations .
893,0, Thick filaments occur only in the A band of a myofibril .
894,0, Thin filaments attach to a protein in the Z disc called alpha - actinin and occur across the entire length of the I band and partway into the A band .
895,1," 1651 . Tropomyosin blocks myosin binding sites on actin molecules , preventing cross - bridge formation and preventing contraction in a muscle without nervous input ."
896,1, Troponin binds to tropomyosin and helps to position it on the actin molecule ; it also binds calcium ions .
897,1," 1654 . Bone , or osseous tissue , is a connective tissue that constitutes the endoskeleton ."
898,0, It contains specialized cells and a matrix of mineral salts and collagen fibers .
899,1, 1657 . Long bones are longer than they are wide and have a shaft and two ends .
900,1," The diaphysis , or central shaft , contains bone marrow in a marrow cavity ."
901,1," The rounded ends , the epiphyses , are covered with articular cartilage and are filled with red bone marrow , which produces blood cells ( [ link ] ) ."
902,1, 1660 . Flat bones are thin and relatively broad bones that are found where extensive protection of organs is required or where broad surfaces of muscle attachment are required .
903,0," Examples of flat bones are the sternum ( breast bone ) , ribs , scapulae ( shoulder blades ) , and the roof of the skull ( [ link ] ) ."
904,1," 1663 . Sutural bones are small , flat , irregularly shaped bones ."
905,0, They may be found between the flat bones of the skull .
906,0, 1666 . They are aligned parallel to the long axis of the bone .
907,1," Each osteon consists of lamellae , which are layers of compact matrix that surround a central canal called the Haversian canal ."
908,1, The Haversian canal ( osteonic canal ) contains the bone ’s blood vessels and nerve fibers ( [ link ] ) .
909,0, 1669 . Spongy bone tissue does not contain osteons that constitute compact bone tissue .
910,1," Instead , it consists of trabeculae , which are lamellae that are arranged as rods or plates ."
911,0, Red bone marrow is found between the trabuculae .
912,0," 1672 . Bone may also be resorbed for remodeling , if the applied stresses have changed ."
913,1, Osteocytes are mature bone cells and are the main cells in bony connective tissue ; these cells can not divide .
914,0, Osteocytes maintain normal bone structure by recycling the mineral salts in the bony matrix .
915,1, 1675 . Intramembranous ossification is the process of bone development from fibrous membranes .
916,0," It is involved in the formation of the flat bones of the skull , the mandible , and the clavicles ."
917,1, 1678 . Appositional growth is the increase in the diameter of bones by the addition of bony tissue at the surface of bones .
918,1," Osteoblasts at the bone surface secrete bone matrix , and osteoclasts on the inner surface break down bone ."
919,1," 1681 . From the nasal cavity , air passes through the pharynx ( throat ) and the larynx ( voice box ) , as it makes its way to the trachea ( [ link ] ) ."
920,0, The main function of the trachea is to funnel the inhaled air to the lungs and the exhaled air back out of the body .
921,0," 1684 . In the lungs , air is diverted into smaller and smaller passages , or bronchi ."
922,0, Air enters the lungs through the two primary ( main ) bronchi ( singular : bronchus ) .
923,0," Each bronchus divides into secondary bronchi , then into tertiary bronchi , which in turn divide , creating smaller and smaller diameter bronchioles as they split and spread through the lung ."
924,0, 1687 . They lack cartilage and therefore rely on inhaled air to support their shape .
925,0," As the passageways decrease in diameter , the relative amount of smooth muscle increases ."
926,0, The terminal bronchioles subdivide into microscopic branches called respiratory bronchioles .
927,0, The respiratory bronchioles subdivide into several alveolar ducts .
928,0," 1690 . The air that organisms breathe contains particulate matter such as dust , dirt , viral particles , and bacteria that can damage the lungs or trigger allergic immune responses ."
929,0, The respiratory system contains several protective mechanisms to avoid problems or tissue damage .
930,0," 1693 . At maximal capacity , an average lung can hold almost six liters of air , but lungs do not usually operate at maximal capacity ."
931,0, Air in the lungs is measured in terms of lung volumes and lung capacities ( [ link ] and [ link ] ) .
932,1, Volume measures the amount of air for one function ( such as inhalation or exhalation ) .
933,0, 1696 . It is the reserve amount that can be exhaled beyond what is normal .
934,1," Conversely , the inspiratory reserve volume ( IRV ) is the additional amount of air that can be inhaled after a normal inhalation ."
935,1, The residual volume ( RV ) is the amount of air that is left after expiratory reserve volume is exhaled .
936,0," 1699 . It is the sum of the expiratory reserve volume , tidal volume , and inspiratory reserve volume ."
937,1, The inspiratory capacity ( IC ) is the amount of air that can be inhaled after the end of a normal expiration .
938,0," It is , therefore , the sum of the tidal volume and inspiratory reserve volume ."
939,0, 1702 . Lung volumes are measured by a technique called spirometry .
940,1," An important measurement taken during spirometry is the forced expiratory volume ( FEV ) , which measures how much air can be forced out of the lung over a specific period , usually one second ( FEV1 ) ."
941,0," 1705 . Gas Exchange across the AlveoliIn the body , oxygen is used by cells of the body ’s tissues and carbon dioxide is produced as a waste product ."
942,1, The ratio of carbon dioxide production to oxygen consumption is the respiratory quotient ( RQ ) .
943,0, RQ varies between 0.7 and 1.0 .
